,Protein Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number,Entry,Entry Name,Protein names,Gene Symbol,Uniprot ID
89,NP_000329,sodium ion+potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q8IUN5,Q8IUN5_HUMAN,SLC12A1 protein (Solute carrier family 12 member 1),SLC12A1,Q8IUN5
90,NP_005063,potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q9UP95,S12A4_HUMAN,Solute carrier family 12 member 4 (Electroneutral potassium-chloride cotransporter 1) (Erythroid K-Cl cotransporter 1) (hKCC1),SLC12A4,Q9UP95
91,NP_006589,sodium ion+potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q9Y666,S12A7_HUMAN,Solute carrier family 12 member 7 (Electroneutral potassium-chloride cotransporter 4) (K-Cl cotransporter 4),SLC12A7,Q9Y666
92,NP_064631,sodium ion+potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q9BXP2,S12A9_HUMAN,Solute carrier family 12 member 9 (Cation-chloride cotransporter 6) (hCCC6) (Cation-chloride cotransporter-interacting protein 1) (CCC-interacting protein 1) (hCIP1) (Potassium-chloride transporter 9) (WO3.3),SLC12A9,Q9BXP2
93,NP_064631,sodium ion+potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q9H7I6,Q9H7I6_HUMAN,FLJ00100 protein,SLC12A9,Q9H7I6
94,NP_065759,potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q9H2X9,S12A5_HUMAN,Solute carrier family 12 member 5 (Electroneutral potassium-chloride cotransporter 2) (K-Cl cotransporter 2) (hKCC2) (Neuronal K-Cl cotransporter),SLC12A5,Q9H2X9
95,NP_078904,sodium ion+potassium ion:chloride ion symporter,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,A0AV02,S12A8_HUMAN,Solute carrier family 12 member 8 (Cation-chloride cotransporter 9),SLC12A8,A0AV02
96,NP_001035960,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q9UHW9,S12A6_HUMAN,Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3),SLC12A6,Q9UHW9
97,NP_005126,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q9UHW9,S12A6_HUMAN,Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3),SLC12A6,Q9UHW9
98,NP_001035959,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q9UHW9,S12A6_HUMAN,Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3),SLC12A6,Q9UHW9
99,NP_001035961,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q9UHW9,S12A6_HUMAN,Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3),SLC12A6,Q9UHW9
100,NP_001035962,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q9UHW9,S12A6_HUMAN,Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3),SLC12A6,Q9UHW9
101,NP_598408,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q9UHW9,S12A6_HUMAN,Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3),SLC12A6,Q9UHW9
102,NP_001035960,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,A0A024R9K8,A0A024R9K8_HUMAN,"Solute carrier family 12 (Potassium/chloride transporters), member 6, isoform CRA_a",SLC12A6,A0A024R9K8
103,NP_001035959,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,A0A024R9K8,A0A024R9K8_HUMAN,"Solute carrier family 12 (Potassium/chloride transporters), member 6, isoform CRA_a",SLC12A6,A0A024R9K8
104,NP_001035960,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,Q6NSI7,Q6NSI7_HUMAN,"Solute carrier family 12 (Potassium/chloride transporters), member 6",SLC12A6,Q6NSI7
105,NP_598408,potassium ion:chloride ion symporter 3,,CCC,The Cation-Chloride Cotransporter (CCC) Family,Secondary Transporter,2.A.30,A0A024R9I5,A0A024R9I5_HUMAN,"Solute carrier family 12 (Potassium/chloride transporters), member 6, isoform CRA_d",SLC12A6,A0A024R9I5
106,NP_006336,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,Q6PML9,ZNT9_HUMAN,"Proton-coupled zinc antiporter SLC30A9, mitochondrial (Human embryonic lung protein) (HuEL) (Solute carrier family 30 member 9) (Zinc transporter 9) (ZnT-9)",SLC30A9,Q6PML9
107,NP_006336,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,A0A0S2Z514,A0A0S2Z514_HUMAN,"Proton-coupled zinc antiporter SLC30A9, mitochondrial (Solute carrier family 30 member 9) (Zinc transporter 9)",SLC30A9,A0A0S2Z514
108,NP_061183,zinc/cadmium/cobalt ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,Q6XR72,ZNT10_HUMAN,Calcium/manganese antiporter SLC30A10 (Solute carrier family 30 member 10) (Zinc transporter 10) (ZnT-10),SLC30A10,Q6XR72
109,NP_061183,zinc/cadmium/cobalt ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,B3KR19,B3KR19_HUMAN,"Solute carrier family 30, member 10, isoform CRA_a (cDNA FLJ33487 fis, clone BRAMY2003538, highly similar to Homo sapiens solute carrier family 30, member 10 (SLC30A10), transcript variant 1, mRNA)",SLC30A10,B3KR19
110,NP_067017,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,Q9Y6M5,ZNT1_HUMAN,Proton-coupled zinc antiporter SLC30A1 (Solute carrier family 30 member 1) (Zinc transporter 1),SLC30A1,Q9Y6M5
111,NP_598003,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,Q8NEW0,ZNT7_HUMAN,Zinc transporter 7 (ZnT-7) (Solute carrier family 30 member 7) (Znt-like transporter 2),SLC30A7,Q8NEW0
112,NP_037441,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,O14863,ZNT4_HUMAN,Probable proton-coupled zinc antiporter SLC30A4 (Solute carrier family 30 member 4) (Zinc transporter 4) (ZnT-4),SLC30A4,O14863
113,NP_003450,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,Q99726,ZNT3_HUMAN,Probable proton-coupled zinc antiporter SLC30A3 (Solute carrier family 30 member 3) (Zinc transporter 3) (ZnT-3),SLC30A3,Q99726
114,NP_060434,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,Q6NXT4,ZNT6_HUMAN,Zinc transporter 6 (ZnT-6) (Solute carrier family 30 member 6),SLC30A6,Q6NXT4
115,NP_776250,zinc ion,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,Q8IWU4,ZNT8_HUMAN,Proton-coupled zinc antiporter SLC30A8 (Solute carrier family 30 member 8) (Zinc transporter 8) (ZnT-8),SLC30A8,Q8IWU4
116,NP_001004434,vesicular zinc ion uptake,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,Q9BRI3,ZNT2_HUMAN,Proton-coupled zinc antiporter SLC30A2 (Solute carrier family 30 member 2) (Zinc transporter 2) (ZnT-2),SLC30A2,Q9BRI3
117,NP_115902,vesicular zinc ion uptake,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,Q9BRI3,ZNT2_HUMAN,Proton-coupled zinc antiporter SLC30A2 (Solute carrier family 30 member 2) (Zinc transporter 2) (ZnT-2),SLC30A2,Q9BRI3
118,NP_075053,granule zinc ion uptake,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,Q8TAD4,ZNT5_HUMAN,Proton-coupled zinc antiporter SLC30A5 (Solute carrier family 30 member 5) (Zinc transporter 5) (ZnT-5) (ZnT-like transporter 1) (hZTL1),SLC30A5,Q8TAD4
119,NP_076960,granule zinc ion uptake,,CDF,The Cation Diffusion Facilitator (CDF) Family,Secondary Transporter,2.A.4,Q8TAD4,ZNT5_HUMAN,Proton-coupled zinc antiporter SLC30A5 (Solute carrier family 30 member 5) (Zinc transporter 5) (ZnT-5) (ZnT-like transporter 1) (hZTL1),SLC30A5,Q8TAD4
120,NP_000074,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,P35523,CLCN1_HUMAN,"Chloride channel protein 1 (ClC-1) (Chloride channel protein, skeletal muscle)",CLCN1,P35523
121,NP_001821,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,P51793,CLCN4_HUMAN,H(+)/Cl(-) exchange transporter 4 (Chloride channel protein 4) (ClC-4) (Chloride transporter ClC-4),CLCN4,P51793
122,NP_000075,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,P51795,CLCN5_HUMAN,H(+)/Cl(-) exchange transporter 5 (Chloride channel protein 5) (ClC-5) (Chloride transporter ClC-5),CLCN5,P51795
123,NP_000075,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,A8K4H5,A8K4H5_HUMAN,Chloride channel protein,CLCN5,A8K4H5
124,NP_000076,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,P51801,CLCKB_HUMAN,Chloride channel protein ClC-Kb (Chloride channel Kb) (ClC-K2),CLCNKB,P51801
125,NP_000076,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,A8K8H0,A8K8H0_HUMAN,Chloride channel protein,CLCNKB,A8K8H0
126,NP_004357,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,P51788,CLCN2_HUMAN,Chloride channel protein 2 (ClC-2),CLCN2,P51788
127,NP_001277,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,P51797,CLCN6_HUMAN,H(+)/Cl(-) exchange transporter 6 (Chloride channel protein 6) (ClC-6) (Chloride transport protein 6),CLCN6,P51797
128,NP_001278,chloride ion channel,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,P51798,CLCN7_HUMAN,H(+)/Cl(-) exchange transporter 7 (Chloride channel 7 alpha subunit) (Chloride channel protein 7) (ClC-7),CLCN7,P51798
129,NP_001036169,chloride ion channel Ka,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,P51800,CLCKA_HUMAN,Chloride channel protein ClC-Ka (Chloride channel Ka) (ClC-K1),CLCNKA,P51800
130,NP_004061,chloride ion channel Ka,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,P51800,CLCKA_HUMAN,Chloride channel protein ClC-Ka (Chloride channel Ka) (ClC-K1),CLCNKA,P51800
131,NP_001820,chloride ion channel 3,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,P51790,CLCN3_HUMAN,H(+)/Cl(-) exchange transporter 3 (Chloride channel protein 3) (ClC-3) (Chloride transporter ClC-3),CLCN3,P51790
132,NP_776297,chloride ion channel 3,,ClC,The Chloride Carrier/Channel (ClC) Family,Secondary Transporter,2.A.49,P51790,CLCN3_HUMAN,H(+)/Cl(-) exchange transporter 3 (Chloride channel protein 3) (ClC-3) (Chloride transporter ClC-3),CLCN3,P51790
133,NP_004203,sodium ion:nucleoside symporter 3,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41,O43868,S28A2_HUMAN,Sodium/nucleoside cotransporter 2 (Concentrative nucleoside transporter 2) (CNT 2) (hCNT2) (Na(+)/nucleoside cotransporter 2) (Sodium-coupled nucleoside transporter 2) (Sodium/purine nucleoside co-transporter) (SPNT) (Solute carrier family 28 member 2),SLC28A2,O43868
134,NP_004203,sodium ion:nucleoside symporter 3,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41,Q2M2A7,Q2M2A7_HUMAN,Sodium/nucleoside cotransporter,SLC28A2,Q2M2A7
135,NP_004203,sodium ion:nucleoside symporter 3,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41,Q53H72,Q53H72_HUMAN,Sodium/nucleoside cotransporter,SLC28A2,Q53H72
136,NP_071410,sodium ion:nucleoside symporter 4,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41,Q9HAS3,S28A3_HUMAN,Solute carrier family 28 member 3 (Concentrative Na(+)-nucleoside cotransporter 3) (CNT 3) (hCNT3),SLC28A3,Q9HAS3
137,NP_964014,sodium ion:nucleoside symporter 1,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41,O00337,S28A1_HUMAN,Sodium/nucleoside cotransporter 1 (Concentrative nucleoside transporter 1) (CNT 1) (hCNT1) (Na(+)/nucleoside cotransporter 1) (Sodium-coupled nucleoside transporter 1) (Solute carrier family 28 member 1),SLC28A1,O00337
138,NP_004204,sodium ion:nucleoside symporter 2,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41,O00337,S28A1_HUMAN,Sodium/nucleoside cotransporter 1 (Concentrative nucleoside transporter 1) (CNT 1) (hCNT1) (Na(+)/nucleoside cotransporter 1) (Sodium-coupled nucleoside transporter 1) (Solute carrier family 28 member 1),SLC28A1,O00337
139,NP_964014,sodium ion:nucleoside symporter 1,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41,B7Z3L6,B7Z3L6_HUMAN,"Solute carrier family 28 member 1 (cDNA FLJ58165, highly similar to Sodium/nucleoside cotransporter 1)",SLC28A1,B7Z3L6
140,NP_004204,sodium ion:nucleoside symporter 2,,CNT,The Concentrative Nucleoside Transporter (CNT) Family,Secondary Transporter,2.A.41,B7Z3L5,B7Z3L5_HUMAN,Sodium/nucleoside cotransporter,SLC28A1,B7Z3L5
141,NP_004585,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q14940,SL9A5_HUMAN,Sodium/hydrogen exchanger 5 (Na(+)/H(+) exchanger 5) (NHE-5) (Solute carrier family 9 member 5),SLC9A5,Q14940
142,NP_004585,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q9NSW9,Q9NSW9_HUMAN,Uncharacterized protein DKFZp434N222,SLC9A5,Q9NSW9
143,NP_004165,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,P48764,SL9A3_HUMAN,Sodium/hydrogen exchanger 3 (Na(+)/H(+) exchanger 3) (NHE-3) (Solute carrier family 9 member 3),SLC9A3,P48764
144,NP_115980,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q96T83,SL9A7_HUMAN,Sodium/hydrogen exchanger 7 (Na(+)/H(+) exchanger 7) (NHE-7) (Solute carrier family 9 member 7),SLC9A7,Q96T83
145,NP_115980,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,A0A024R176,A0A024R176_HUMAN,Sodium/hydrogen exchanger,SLC9A7,A0A024R176
146,NP_003038,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,P19634,SL9A1_HUMAN,"Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)",SLC9A1,P19634
147,NP_003038,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,B2RAH2,B2RAH2_HUMAN,Sodium/hydrogen exchanger,SLC9A1,B2RAH2
148,NP_775924,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q8IVB4,SL9A9_HUMAN,Sodium/hydrogen exchanger 9 (Na(+)/H(+) exchanger 9) (NHE-9) (Solute carrier family 9 member 9),SLC9A9,Q8IVB4
149,NP_003039,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q9UBY0,SL9A2_HUMAN,Sodium/hydrogen exchanger 2 (Na(+)/H(+) exchanger 2) (NHE-2) (Solute carrier family 9 member 2),SLC9A2,Q9UBY0
150,NP_898884,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q4G0N8,SL9C1_HUMAN,Sodium/hydrogen exchanger 10 (Na(+)/H(+) exchanger 10) (NHE-10) (Solute carrier family 9 member 10) (Solute carrier family 9 member C1) (Sperm-specific Na(+)/H(+) exchanger) (sNHE),SLC9C1,Q4G0N8
151,NP_001011552,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q6AI14,SL9A4_HUMAN,Sodium/hydrogen exchanger 4 (Na(+)/H(+) exchanger 4) (NHE-4) (Solute carrier family 9 member 4),SLC9A4,Q6AI14
152,NP_006350,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q92581,SL9A6_HUMAN,Sodium/hydrogen exchanger 6 (Na(+)/H(+) exchanger 6) (NHE-6) (Solute carrier family 9 member 6),SLC9A6,Q92581
153,NP_001036002,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q92581,SL9A6_HUMAN,Sodium/hydrogen exchanger 6 (Na(+)/H(+) exchanger 6) (NHE-6) (Solute carrier family 9 member 6),SLC9A6,Q92581
154,NP_056081,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q9Y2E8,SL9A8_HUMAN,Sodium/hydrogen exchanger 8 (Na(+)/H(+) exchanger 8) (NHE-8) (Solute carrier family 9 member 8),SLC9A8,Q9Y2E8
155,NP_631912,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q4ZJI4,SL9B1_HUMAN,"Sodium/hydrogen exchanger 9B1 (Na(+)/H(+) exchanger-like domain-containing protein 1) (NHE domain-containing protein 1) (Sodium/hydrogen exchanger-like domain-containing protein 1) (Solute carrier family 9, subfamily B member 1)",SLC9B1,Q4ZJI4
156,NP_001094344,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q4ZJI4,SL9B1_HUMAN,"Sodium/hydrogen exchanger 9B1 (Na(+)/H(+) exchanger-like domain-containing protein 1) (NHE domain-containing protein 1) (Sodium/hydrogen exchanger-like domain-containing protein 1) (Solute carrier family 9, subfamily B member 1)",SLC9B1,Q4ZJI4
157,NP_001094344,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,A0A140VJQ1,A0A140VJQ1_HUMAN,Testicular tissue protein Li 127,SLC9B1,A0A140VJQ1
158,NP_849155,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,Q86UD5,SL9B2_HUMAN,Sodium/hydrogen exchanger 9B2 (Na(+)/H(+) exchanger NHA2) (Na(+)/H(+) exchanger-like domain-containing protein 2) (NHE domain-containing protein 2) (Sodium/hydrogen exchanger-like domain-containing protein 2) (Solute carrier family 9 subfamily B member 2),SLC9B2,Q86UD5
159,NP_849155,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,A0A024RDJ7,A0A024RDJ7_HUMAN,Cation/H+ exchanger domain-containing protein,SLC9B2,A0A024RDJ7
160,NP_849155,sodium ion:proton antiporter,,CPA1,The Monovalent Cation:Proton Antiporter-1 (CPA1) Family,Secondary Transporter,2.A.36,B7Z488,B7Z488_HUMAN,cDNA FLJ54331,SLC9B2,B7Z488
161,NP_060375,potassium/sodium ion:proton antiporter,,CPA2,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,Secondary Transporter,2.A.37,Q6UWJ1,TMCO3_HUMAN,Transmembrane and coiled-coil domain-containing protein 3 (Putative LAG1-interacting protein),TMCO3,Q6UWJ1
162,NP_060375,potassium/sodium ion:proton antiporter,,CPA2,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,Secondary Transporter,2.A.37,A0A024RE09,A0A024RE09_HUMAN,"Testis tissue sperm-binding protein Li 36a (Transmembrane and coiled-coil domains 3, isoform CRA_a)",TMCO3,A0A024RE09
163,NP_065161,sodium ion:choline symporter?,,CTL,The Choline Transporter Like (CTL) Family,Secondary Transporter,2.A.92,Q8IWA5,CTL2_HUMAN,Choline transporter-like protein 2 (Solute carrier family 44 member 2),SLC44A2,Q8IWA5
164,NP_079533,sodium ion:choline symporter?,,CTL,The Choline Transporter Like (CTL) Family,Secondary Transporter,2.A.92,Q53GD3,CTL4_HUMAN,Choline transporter-like protein 4 (Solute carrier family 44 member 4) (Thiamine pyrophosphate transporter 1) (hTPPT1),SLC44A4,Q53GD3
165,NP_079533,sodium ion:choline symporter?,,CTL,The Choline Transporter Like (CTL) Family,Secondary Transporter,2.A.92,A0A140VJH4,A0A140VJH4_HUMAN,Choline transporter-like protein,SLC44A4,A0A140VJH4
166,NP_536856,sodium ion:choline symporter?,,CTL,The Choline Transporter Like (CTL) Family,Secondary Transporter,2.A.92,Q8WWI5,CTL1_HUMAN,Choline transporter-like protein 1 (CDw92) (Solute carrier family 44 member 1) (CD antigen CD92),SLC44A1,Q8WWI5
